,price,area,locality,bedroom_num,bathroom_num,balcony_num
46653,170.0,926,Ghatkopar,2,2,2
46654,150.0,793,Borivali,2,2,2
46655,170.0,1004,Borivali,3,3,3
46656,100.0,676,Borivali,1,1,1
46657,150.0,837,Kandivali,2,2,2
46658,85.0,774,Kharghar,2,2,2
46659,110.0,1095,Kharghar,3,3,3
46660,100.0,795,Vikhroli,2,2,2
46661,130.0,894,Vikhroli,3,3,3
46662,120.0,934,Chembur,3,3,3
46663,100.0,676,Borivali,1,1,1
46664,150.0,837,Kandivali,2,2,2
46665,85.0,774,Kharghar,2,2,2
46666,110.0,1095,Kharghar,3,3,3
46667,100.0,795,Vikhroli,2,2,2
46668,130.0,894,Vikhroli,3,3,3
46669,120.0,934,Chembur,3,3,3
46670,150.0,1095,Chembur,4,4,4
46671,100.0,629,Ghatkopar,1,1,1
46672,125.0,780,Powai,2,2,2
46673,150.0,867,Kandivali,2,2,2
46674,85.0,1850,Kharghar,2,2,0
46675,125.0,676,Ghatkopar,2,2,0
46676,100.0,672,Ghatkopar,1,1,1
46677,170.0,1050,Ghatkopar,2,2,2
46678,100.0,526,Kandivali,1,1,1
46679,240.0,1050,Sion,3,3,0
46680,10.0,280,Diva,1,1,1
46681,14.56,423,Kalyan,1,1,0
46682,156.0,850,Kandivali,2,2,2
46683,275.0,980,Andheri,3,3,0
46684,110.0,1040,Kharghar,2,2,0
46685,95.0,990,Kharghar,2,2,0
46686,95.0,990,Kharghar,2,2,0
46687,450.0,1200,Andheri,3,3,0
46688,575.0,1240,Mahim,3,3,0
46689,330.0,1050,Andheri,3,3,0
46690,725.0,1365,Juhu,3,3,0
46691,440.0,1100,Juhu,2,2,0
46692,825.0,2100,Andheri,4,4,0
46693,68.0,940,Dombivli,2,2,0
46694,149.0,750,Powai,1,1,0
46695,99.0,974,Mira Road,2,2,0
46696,225.0,1420,Airoli,3,2,0
46697,1000.0,2000,Sanpada,4,4,0
46698,340.0,1200,Seawoods,3,3,0
46699,175.0,1100,Nerul,2,2,0
46700,150.0,1500,Ulwe,3,3,0
46701,100.0,1150,Ulwe,2,2,0
46702,140.0,1180,Ulwe,2,2,0
46703,105.0,650,Kandivali,1,2,1
46704,155.0,1150,other,2,2,2
46705,14.66,422,Kalyan,1,1,1
46706,14.33,421,Kalyan,1,1,0
46707,22.5,480,Ghansoli,1,1,0
46708,10.0,300,Ghansoli,1,1,0
46709,14.0,300,Ghansoli,1,1,0
46710,14.66,400,Kalyan,1,1,0
46711,14.55,410,Kalyan,1,1,0
46712,10.0,350,Diva,1,1,0
46713,7.0,270,other,1,1,0
46714,12.0,380,Kalyan,1,1,1
46715,150.0,1347,Bhandup,2,2,0
46716,150.0,754,Ghatkopar,2,2,2
46717,125.0,729,Kandivali,2,2,2
46718,100.0,773,Kandivali,1,1,1
46719,131.0,800,other,2,2,1
46720,92.0,620,other,1,1,1
46721,79.0,562,other,1,1,1
46722,100.0,729,Vikhroli,2,2,2
46723,25.0,550,Dombivli,1,1,1
46724,338.0,1450,Chembur,3,3,0
46725,228.0,1000,Chembur,2,2,0
46726,155.0,790,Chembur,2,2,0
46727,166.0,800,Sion,2,2,0
46728,18.0,530,Dombivli,1,1,1
46729,26.0,511,Dombivali,1,1,1
46730,16.0,310,Dombivali,1,1,0
46731,9.5,290,Kalyan,1,1,1
46732,15.0,411,Dombivli,1,1,0
46733,15.0,390,Dombivli,1,1,0
46734,28.0,544,Dombivali,1,1,1
46735,251.0,1258,Goregaon,3,3,1
46736,335.0,1430,Goregaon,4,4,1
46737,404.0,1750,Borivali,4,4,2
46738,200.0,1293,Borivali,3,3,1
46739,215.0,1550,Thane,3,3,2
46740,165.0,1150,Thane,3,3,2
46741,275.0,1150,Ghatkopar,3,3,0
46742,89.0,630,Ghatkopar,1,2,0
46743,285.0,900,Ghatkopar,2,2,0
46744,221.0,950,Ghatkopar,2,2,0
46745,138.0,850,Ghatkopar,2,2,0
46746,225.0,950,Ghatkopar,2,2,0
46747,161.0,875,Chembur,2,2,0
46748,32.35,540,Bhiwandi,2,2,0
46749,31.0,520,Bhiwandi,2,2,0
46750,25.0,417,Bhiwandi,1,1,0
46751,16.8,260,Bhiwandi,1,1,0
46752,37.5,640,Bhiwandi,2,2,0
46753,30.7,510,Bhiwandi,2,2,0
46754,215.0,1050,Kurla,2,2,0
46755,85.0,650,Kurla,1,2,0
46756,135.0,800,Kurla,2,2,0
46757,96.0,600,Kurla,1,2,0
46758,135.0,780,Kurla,2,2,0
46759,140.0,750,Kurla,2,2,0
46760,160.0,850,other,2,2,0
46761,95.0,600,Kurla,1,2,0
46762,114.0,650,Kurla,2,2,0
46763,100.0,890,Thane,2,2,0
46764,100.0,897,Thane,2,2,2
46765,100.0,600,Chembur,1,1,1
46766,165.0,964,Chembur,2,2,2
46767,100.0,867,Thane,2,2,2
46768,150.0,1522,Thane,3,3,3
46769,100.0,653,Ghatkopar,1,1,1
46770,170.0,972,Ghatkopar,2,2,2
46771,150.0,2029,Thane,3,3,3
46772,145.0,887,Mulund,2,2,2
46773,100.0,620,Mulund,1,1,1
46774,231.0,1170,Ghatkopar,3,3,0
46775,175.0,890,Ghatkopar,2,2,0
46776,197.0,1100,Kurla,3,3,0
46777,129.0,725,Kurla,2,2,0
46778,720.0,2600,Chembur,4,4,1
46779,428.0,1800,Ghatkopar,3,3,0
46780,135.0,725,Ghatkopar,2,2,0
46781,114.0,725,Ghatkopar,2,2,0
46782,256.0,1125,Chembur,3,3,0
46783,160.0,771,Borivali,2,2,1
46784,151.0,742,Borivali,2,2,1
46785,100.0,963,Thane,2,2,2
46786,100.0,1103,Mira Road,3,3,3
46787,170.0,932,Wadala,2,2,2
46788,150.0,733,Jogeshwari,2,2,2
46789,150.0,821,Borivali,2,2,2
46790,100.0,746,Ghatkopar,1,1,1
46791,125.0,821,Ghatkopar,2,2,2
46792,170.0,1127,Ghatkopar,3,3,3
46793,100.0,1211,Panvel,3,3,3
46794,100.0,422,Ghatkopar,1,1,0
46795,150.0,684,Ghatkopar,2,2,0
46796,125.0,625,Lower Parel,1,1,1
46797,100.0,503,Ghatkopar,1,1,1
46798,170.0,802,Ghatkopar,2,2,2
46799,100.0,843,Vikhroli,2,2,2
46800,125.0,880,Vikhroli,3,3,3
46801,100.0,774,Vikhroli,2,2,2
46802,100.0,539,Borivali,1,1,1
46803,178.0,775,Chembur,2,2,0
46804,408.0,1600,Chembur,3,3,0
46805,203.0,850,Chembur,2,2,0
46806,57.0,500,Chembur,1,1,0
46807,55.0,450,Chembur,1,1,0
46808,525.0,2000,Deonar,3,3,0
46809,197.0,925,Chembur,2,2,0
46810,300.0,1300,Chembur,3,3,0
46811,237.0,1000,Chembur,2,2,0
46812,238.0,875,Chembur,2,2,0
46813,195.0,1000,Chembur,2,2,0
46814,175.0,850,Chembur,2,2,0
46815,346.0,1350,Chembur,3,3,0
46816,278.0,1000,Chembur,2,2,0
46817,615.0,2225,Deonar,4,4,0
46818,1230.0,3500,Deonar,5,5,0
46819,724.0,1450,Bandra,3,3,1
46820,480.0,1050,Bandra,2,3,0
46821,402.0,2300,Chembur,4,4,0
46822,324.0,1650,Ghatkopar,3,3,0
46823,300.0,894,Goregaon,3,3,0
46824,40.0,300,Mulund,1,2,0
46825,155.0,850,Ghatkopar,2,2,0
46826,96.0,1150,Dahisar,2,2,1
46827,69.0,850,Dahisar,1,2,1
46828,251.0,1200,Sion,3,3,0
46829,178.0,825,Sion,2,2,0
46830,251.0,875,Chembur,2,2,0
46831,180.48,564,Powai,2,2,0
46832,451.52,1411,Powai,3,3,0
46833,240.64,752,Powai,2,2,0
46834,208.64,652,Powai,2,2,0
46835,242.56,758,Powai,2,2,0
46836,196.48,614,Powai,2,2,0
46837,360.64,1127,Powai,3,3,0
46838,208.32,651,Powai,2,2,0
46839,137.6,430,Powai,1,1,0
46840,408.25,1775,Parel,3,3,0
46841,523.25,2275,Parel,3,3,0
46842,632.5,2750,Parel,3,3,0
46843,99.0,466,Navghar,2,2,0
46844,100.0,470,Navghar,2,2,0
46845,99.0,466,Navghar,2,2,0
46846,71.0,359,Navghar,1,1,0
46847,99.0,466,Navghar,2,2,0
46848,99.0,466,Navghar,2,2,0
46849,100.0,470,Navghar,2,2,0
46850,100.0,470,Navghar,2,2,0
46851,71.0,359,Navghar,1,1,0
46852,71.0,359,Navghar,1,1,0
46853,45.0,321,Thane,1,1,0
46854,65.0,462,Thane,2,2,0
46855,67.0,501,Thane,2,2,0
46856,570.0,2400,Goregaon,5,5,2
46857,75.0,705,Kalyan,2,2,0
46858,60.9,575,Kalyan,2,2,0
46859,47.9,468,Kalyan,1,1,0
46860,60.0,640,Kalyan,2,2,0
46861,49.7,490,Kalyan,1,1,0
46862,69.9,662,Kalyan,2,2,0
46863,49.4,487,Kalyan,1,1,0
46864,47.6,464,Kalyan,1,1,0
46865,15.0,412,Dombivli,1,1,1
46866,25.0,550,Dombivli,1,1,1
46867,22.0,520,Kalyan,1,1,1
46868,240.0,1050,Chembur,2,2,0
46869,145.0,790,Chembur,2,2,0
46870,29.0,530,Kalyan,1,1,1
46871,330.0,1300,Chembur,3,3,1
46872,209.0,800,Deonar,2,2,1
46873,103.0,600,Chembur,1,2,0
46874,178.0,775,Chembur,2,2,0
46875,408.0,1600,Chembur,3,3,0
46876,203.0,850,Chembur,2,2,0
46877,57.0,500,Chembur,1,1,0
46878,55.0,450,Chembur,1,1,0
46879,525.0,2000,Deonar,3,3,0
46880,197.0,925,Chembur,2,2,0
46881,300.0,1300,Chembur,3,3,0
46882,237.0,1000,Chembur,2,2,0
46883,42.18,322,Dombivali,1,1,0
46884,40.15,307,Dombivali,1,1,0
46885,41.88,320,Dombivali,1,1,0
46886,66.79,521,Dombivali,2,2,0
46887,66.66,520,Dombivali,2,2,0
46888,41.99,321,Dombivali,1,1,0
46889,41.86,470,Shil Phata,1,1,0
46890,63.5,652,Shil Phata,2,2,0
46891,41.63,318,Dombivali,1,1,0
46892,64.88,677,Shil Phata,2,2,0
46893,41.72,319,Dombivali,1,1,0
46894,38.54,414,Shil Phata,1,1,0
46895,41.38,317,Dombivali,1,1,0
46896,252.28,952,Chembur,3,3,0
46897,191.86,724,Chembur,2,2,0
46898,253.34,956,Chembur,3,3,0
46899,118.0,684,Thane,2,2,0
46900,138.0,615,Thane,2,2,0
46901,108.0,504,Thane,2,2,0
46902,34.94,411,Dombivali,1,1,0
46903,83.0,1150,Ulwe,2,2,0
46904,87.0,1100,Ulwe,2,2,0
46905,125.0,1350,Ulwe,2,2,0
46906,30.0,560,Virar,1,1,0
46907,35.0,680,Virar,1,1,0
46908,850.0,1800,Khar,3,3,0
46909,1100.0,2160,Bandra,4,3,0
46910,215.0,750,Andheri,2,2,0
46911,250.0,750,Badlapur,2,2,0
46912,180.0,1500,Kharghar,3,2,0
46913,192.0,1100,Seawoods,2,2,0
46914,75.0,1050,Dombivali,2,2,0
46915,130.0,1119,Mira Road,2,2,0
46916,79.0,759,Mira Road,1,2,0
46917,130.0,1150,Mira Road,2,2,0
46918,95.0,700,Mira Road,2,2,0
46919,75.0,756,Mira Road,1,2,0
46920,120.0,972,Mira Road,2,2,0
46921,105.0,760,Bhayandar,2,2,0
46922,43.0,596,Kalyan,2,2,0
46923,34.6,407,Dombivali,1,1,0
46924,34.42,405,Dombivali,1,1,0
46925,34.51,406,Dombivali,1,1,0
46926,235.0,875,Bandra,2,2,0
46927,222.0,968,Goregaon,3,3,0
46928,148.0,646,Goregaon,2,2,0
46929,19.0,490,other,1,1,1
46930,126.0,655,Thane,2,2,0
46931,175.0,922,Thane,3,3,0
46932,141.0,724,Thane,2,2,0
46933,15.0,421,other,1,1,0
46934,35.0,400,Bhiwandi,1,1,0
46935,50.0,450,Thane,1,1,0
46936,27.0,676,other,2,2,0
46937,18.0,442,other,1,1,0
46938,30.0,210,Bhandup,1,1,0
46939,50.0,274,Bhandup,1,1,0
46940,22.0,780,other,1,1,1
46941,15.0,585,other,1,1,1
46942,14.0,455,other,1,1,0
46943,19.0,643,other,1,1,0
46944,20.0,702,other,1,1,1
46945,62.0,398,Sion,1,1,0
46946,65.0,416,Sion,1,1,0
46947,59.0,400,Sion,1,1,0
46948,42.0,261,Sion,1,1,0
46949,91.0,575,Kurla,1,2,1
46950,162.0,800,Kurla,2,2,1
46951,250.0,1000,Chembur,2,2,0
46952,28.0,544,Dombivali,1,1,1
46953,251.0,1258,Goregaon,3,3,1
46954,335.0,1430,Goregaon,4,4,1
46955,404.0,1750,Borivali,4,4,2
46956,200.0,1293,Borivali,3,3,1
46957,215.0,1550,Thane,3,3,2
46958,165.0,1150,Thane,3,3,2
46959,275.0,1150,Ghatkopar,3,3,0
46960,89.0,630,Ghatkopar,1,2,0
46961,285.0,900,Ghatkopar,2,2,0
46962,221.0,950,Ghatkopar,2,2,0
46963,138.0,850,Ghatkopar,2,2,0
46964,225.0,950,Ghatkopar,2,2,0
46965,375.0,2000,Malad,2,1,2
46966,188.0,1150,Malad,2,1,1
46967,115.0,650,Malad,1,1,1
46968,199.0,1100,Chembur,3,3,0
46969,216.0,1000,Chembur,3,3,0
46970,178.0,659,Airoli,2,2,0
46971,178.0,659,Airoli,2,2,0
46972,275.0,842,Airoli,3,3,0
46973,275.0,842,Airoli,3,3,0
46974,278.0,846,Airoli,3,3,0
46975,278.0,846,Airoli,3,3,0
46976,175.0,639,Airoli,2,2,0
46977,175.0,639,Airoli,2,2,0
46978,230.4,720,Andheri,2,2,0
46979,229.76,718,Andheri,2,2,0
46980,216.64,677,Andheri,2,2,0
46981,52.0,422,Panvel,1,1,0
46982,50.0,414,Panvel,1,1,0
46983,267.8,1030,Jogeshwari,3,3,0
46984,176.02,677,Jogeshwari,2,2,0
46985,155.48,598,Jogeshwari,1,1,0
46986,155.48,598,Jogeshwari,1,1,0
46987,471.0,2200,Ghatkopar,4,4,1
46988,263.0,1350,Ghatkopar,3,3,1
46989,199.0,1000,Ghatkopar,2,2,1
46990,160.0,780,Ghatkopar,2,2,0
46991,209.0,1100,Ghatkopar,3,3,0
46992,157.0,800,Ghatkopar,2,2,0
46993,88.0,575,Ghatkopar,1,2,0
46994,313.0,1200,Ghatkopar,3,3,0
46995,244.0,1000,Ghatkopar,2,2,0
46996,332.0,1500,Chembur,3,3,0
46997,224.0,1000,Chembur,2,2,0
46998,95.0,600,Ghatkopar,1,2,0
46999,145.0,750,Ghatkopar,2,2,0
47000,143.0,750,Chembur,2,2,0
47001,99.0,600,Chembur,1,2,0
47002,23.0,455,Dombivali,1,1,1
47003,115.0,700,Kurla,2,2,0
47004,80.0,525,Kurla,1,1,0
47005,259.0,1175,Wadala,3,3,0
47006,181.0,950,Wadala,2,2,0
47007,170.0,975,Chembur,2,2,0
47008,95.0,850,Kandivali,2,2,1
47009,523.0,1417,Byculla,3,3,0
47010,2287.0,4875,Byculla,7,5,5
47011,2821.0,6012,Byculla,7,5,5
47012,2447.0,5215,Byculla,7,5,5
47013,280.0,1450,Ghatkopar,4,4,0
47014,57.57,622,Dombivali,2,2,0
47015,43.39,461,Dombivali,1,1,0
47016,56.0,605,Dombivali,2,2,0
47017,42.55,452,Dombivali,1,1,0
47018,41.89,445,Dombivali,1,1,0
47019,42.36,450,Dombivali,1,1,0
47020,59.24,640,Dombivali,2,2,0
47021,57.66,623,Dombivali,2,2,0
47022,19.86,211,Dombivali,1,1,0
47023,22.0,480,Dombivali,1,1,1
47024,26.0,700,other,2,2,2
47025,22.0,435,Dombivali,1,1,1
47026,18.0,490,Kalyan,1,1,1
47027,22.0,400,Dombivali,1,1,1
47028,14.8,422,other,1,1,1
47029,304.22,755,Bandra,2,2,0
47030,581.99,1400,Bandra,4,4,0
47031,489.99,950,Bandra,3,3,0
47032,290.12,720,Bandra,2,2,0
47033,274.0,680,Bandra,2,2,0
47034,618.94,1200,Bandra,3,3,0
47035,250.0,820,Kandivali,2,2,0
47036,649.99,1950,Kandivali,4,4,0
47037,475.01,1450,Kandivali,3,3,0
47038,350.0,1120,Kandivali,3,3,0
47039,225.0,750,Kandivali,2,2,0
47040,125.0,424,Byculla,1,1,0
47041,187.23,635,Byculla,2,2,0
47042,46.73,540,Kalyan,2,2,0
47043,170.0,826,Agripada,2,2,2
47044,225.0,1323,Agripada,3,3,3
47045,100.0,627,Mahim,1,1,1
47046,170.0,880,Mahim,2,2,2
47047,170.0,1297,Borivali,3,3,3
47048,225.0,1296,Andheri,3,3,3
47049,250.0,1514,Andheri,4,4,4
47050,180.0,847,Ville Parle,2,2,2
47051,225.0,1288,Byculla,3,3,3
47052,250.0,1484,Byculla,4,4,4
47053,170.0,904,Andheri,2,2,2
47054,200.0,993,Matunga,2,2,2
47055,180.0,1340,Andheri,2,2,0
47056,180.0,1151,Kurla,3,3,3
47057,200.0,1027,Mahim,2,2,2
47058,170.0,1203,Borivali,3,3,3
47059,200.0,895,Mazagaon,2,2,2
47060,170.0,790,Ville Parle,2,2,2
47061,170.0,942,Andheri,2,2,2
47062,200.0,1157,Andheri,3,3,3
47063,200.0,1027,Mahim,2,2,2
47064,170.0,1203,Borivali,3,3,3
47065,200.0,895,Mazagaon,2,2,2
47066,170.0,790,Ville Parle,2,2,2
47067,170.0,942,Andheri,2,2,2
47068,200.0,1157,Andheri,3,3,3
47069,225.0,993,Dadar,2,2,2
47070,135.0,672,Ville Parle,1,1,1
47071,225.0,1093,Ville Parle,2,2,2
47072,150.0,685,Tardeo,1,1,1
47073,170.0,1303,Malad,3,3,3
47074,200.0,1462,Kurla,3,3,3
47075,170.0,807,Girgaon,2,2,2
47076,200.0,950,Andheri,3,3,0
47077,170.0,864,Andheri,2,2,2
47078,136.0,800,Vikhroli,2,2,0
47079,250.0,1491,Girgaon,3,3,3
47080,100.0,578,Girgaon,1,1,1
47081,150.0,656,Girgaon,2,2,2
47082,200.0,1370,Girgaon,2,2,2
47083,235.0,875,Bandra,2,2,0
47084,165.0,550,Dadar,1,1,0
47085,250.0,1000,Chembur,2,2,0
47086,163.0,790,Chembur,2,2,0
47087,110.0,600,Chembur,1,2,0
47088,250.0,1175,Chembur,3,3,0
47089,175.0,875,Chembur,2,2,0
47090,95.0,625,Ghatkopar,1,2,0
47091,145.0,800,Ghatkopar,2,2,0
47092,53.0,670,Dombivali,2,2,2
47093,14.99,400,Neral,1,1,0
47094,178.0,659,Airoli,2,2,0
47095,178.0,659,Airoli,2,2,0
47096,275.0,842,Airoli,3,3,0
47097,275.0,842,Airoli,3,3,0
47098,278.0,846,Airoli,3,3,0
47099,278.0,846,Airoli,3,3,0
47100,175.0,639,Airoli,2,2,0
47101,175.0,639,Airoli,2,2,0
47102,230.4,720,Andheri,2,2,0
47103,65.5,511,Dombivali,2,2,0
47104,40.03,306,Dombivali,1,1,0
47105,64.99,507,Dombivali,2,2,0
47106,42.18,322,Dombivali,1,1,0
47107,40.15,307,Dombivali,1,1,0
47108,41.88,320,Dombivali,1,1,0
47109,66.79,521,Dombivali,2,2,0
47110,66.66,520,Dombivali,2,2,0
47111,41.99,321,Dombivali,1,1,0
47112,41.86,470,Shil Phata,1,1,0
47113,63.5,652,Shil Phata,2,2,0
47114,41.63,318,Dombivali,1,1,0
47115,64.88,677,Shil Phata,2,2,0
47116,41.72,319,Dombivali,1,1,0
47117,38.54,414,Shil Phata,1,1,0
47118,41.38,317,Dombivali,1,1,0
47119,252.28,952,Chembur,3,3,0
47120,191.86,724,Chembur,2,2,0
47121,253.34,956,Chembur,3,3,0
47122,118.0,684,Thane,2,2,0
47123,72.0,636,Kalyan,2,2,0
47124,51.0,487,Kalyan,1,1,0
47125,45.0,420,Kalyan,1,1,0
47126,65.0,641,Kalyan,2,2,0
47127,49.5,572,Kalyan,2,2,0
47128,49.41,571,Kalyan,2,2,0
47129,31.07,359,Kalyan,1,1,0
47130,34.1,394,Kalyan,1,1,0
47131,52.1,602,Kalyan,2,2,0
47132,35.14,406,Kalyan,1,1,0
47133,48.03,555,Kalyan,2,2,0
47134,39.12,452,Kalyan,1,1,0
47135,33.49,387,Kalyan,1,1,0
47136,34.7,401,Kalyan,1,1,0
47137,36.09,417,Kalyan,1,1,0
47138,33.32,385,Kalyan,1,1,0
47139,33.14,383,Kalyan,1,1,0
47140,62.77,493,Kalyan,2,2,0
47141,63.85,539,Kalyan,2,2,0
47142,48.0,378,Kalyan,1,1,0
47143,250.0,1175,Chembur,3,3,0
47144,175.0,875,Chembur,2,2,0
47145,230.0,875,Chembur,2,2,0
47146,185.0,1100,Chembur,3,3,0
47147,140.0,800,Chembur,2,2,0
47148,145.0,850,Kurla,2,2,0
47149,277.0,850,Chembur,2,2,0
47150,42.99,509,Nala Sopara,2,2,0
47151,28.7,348,Nala Sopara,1,1,0
47152,370.0,1200,Chembur,3,3,0
47153,184.0,978,Kandivali,3,3,1
47154,117.0,622,Kandivali,2,2,1
47155,87.0,505,Kandivali,1,1,1
47156,196.0,1141,Borivali,3,3,1
47157,144.0,830,Borivali,2,2,0
47158,96.46,371,Jogeshwari,1,1,0
47159,153.4,590,Jogeshwari,2,2,0
47160,110.24,424,Jogeshwari,1,1,0
47161,101.4,390,Jogeshwari,1,1,0
47162,267.8,1030,Jogeshwari,3,3,0
47163,176.02,677,Jogeshwari,2,2,0
47164,96.46,371,Jogeshwari,1,1,0
47165,153.4,590,Jogeshwari,2,2,0
47166,110.24,424,Jogeshwari,1,1,0
47167,101.4,390,Jogeshwari,1,1,0
47168,267.8,1030,Jogeshwari,3,3,0
47169,176.02,677,Jogeshwari,2,2,0
47170,155.48,598,Jogeshwari,1,1,0
47171,155.48,598,Jogeshwari,1,1,0
47172,159.0,1050,Kandivali,3,3,2
47173,92.0,754,Kandivali,1,1,0
47174,111.0,650,Kandivali,2,2,1
47175,475.0,1475,Chembur,3,3,1
47176,219.99,1188,Goregaon,2,2,2
47177,30.0,325,Mulund,1,2,0
47178,327.0,1300,Ghatkopar,3,3,0
47179,533.0,2000,Chembur,3,3,0
47180,39.95,449,Kharghar,1,1,0
47181,56.44,634,Kharghar,3,3,0
47182,39.66,446,Kharghar,1,1,0
47183,200.0,1173,Girgaon,2,2,2
47184,225.0,1518,Girgaon,3,3,3
47185,180.0,1274,Malad,3,3,3
47186,200.0,1275,Goregaon,3,3,3
47187,225.0,1717,Malad,3,3,3
47188,170.0,1293,Borivali,3,3,3
47189,225.0,1272,Kurla,3,3,3
47190,145.0,687,Dadar,1,1,1
47191,192.0,912,Dadar,2,2,2
47192,225.0,1444,Ghatkopar,3,3,3
47193,170.0,1147,Malad,3,3,3
47194,180.0,1049,Mahim,2,2,2
47195,180.0,1036,Santacruz,2,2,2
47196,225.0,1108,Santacruz,3,3,3
47197,180.0,819,Mazagaon,2,2,2
47198,200.0,910,Mazagaon,3,3,3
47199,180.0,903,Santacruz,2,2,2
47200,170.0,954,Girgaon,2,2,2
47201,225.0,1094,Santacruz,3,3,3
47202,200.0,1189,Ghatkopar,3,3,3
47203,200.0,969,Matunga,2,2,2
47204,225.0,1340,Santacruz,3,3,3
47205,125.0,746,Matunga,1,1,1
47206,180.0,1072,Malad,3,3,3
47207,170.0,1170,Malad,2,2,2
47208,225.0,1465,Malad,3,3,3
47209,180.0,1040,Santacruz,2,2,2
47210,180.0,834,Ville Parle,2,2,2
47211,200.0,978,Ville Parle,2,2,2
47212,170.0,1063,Andheri,2,2,2
47213,225.0,1350,Andheri,3,3,3
47214,225.0,1548,Malad,3,3,3
47215,180.0,985,Ville Parle,2,2,2
47216,170.0,865,Santacruz,2,2,2
47217,225.0,1238,Santacruz,3,3,3
47218,225.0,1420,Santacruz,3,3,3
47219,200.0,1075,Ville Parle,2,2,2
47220,170.0,1006,Andheri,2,2,2
47221,170.0,1040,Andheri,2,2,2
47222,125.0,647,Girgaon,1,1,1
47223,170.0,1184,Deonar,2,2,2
47224,170.0,760,Andheri,2,2,2
47225,150.0,1099,Airoli,3,3,3
47226,200.0,1717,Sanpada,3,3,3
47227,170.0,967,Mahim,2,2,2
47228,170.0,1027,Andheri,2,2,2
47229,170.0,880,Malad,2,2,2
47230,180.0,1560,Borivali,3,3,0
47231,200.0,1038,Matunga,2,2,2
47232,150.0,1740,Borivali,2,2,2
47233,170.0,1245,Andheri,2,2,2
47234,200.0,1138,Andheri,3,3,3
47235,170.0,956,Ville Parle,2,2,2
47236,150.0,872,Juhu,1,1,1
47237,170.0,903,Ville Parle,2,2,2
47238,200.0,1310,Girgaon,2,2,0
47239,225.0,1055,Agripada,2,2,2
47240,180.0,1047,Santacruz,2,2,2
47241,225.0,1358,Santacruz,3,3,1
47242,150.0,1437,Dahisar,3,3,3
47243,180.0,880,Chembur,2,2,0
47244,120.0,650,Chembur,1,2,0
47245,180.0,850,Chembur,2,2,0
47246,370.0,1600,Chembur,3,3,1
47247,272.0,1000,Chembur,2,2,1
47248,313.0,1150,Chembur,3,3,0
47249,223.0,850,Chembur,2,2,0
47250,75.0,600,Chembur,1,2,0
47251,122.0,600,Chembur,1,2,0
47252,198.0,850,Chembur,2,2,0
47253,300.0,1300,Chembur,3,3,0
47254,237.0,1000,Chembur,2,2,0
47255,238.0,875,Chembur,2,2,0
47256,195.0,1000,Chembur,2,2,0
47257,175.0,850,Chembur,2,2,0
47258,346.0,1350,Chembur,3,3,0
47259,278.0,1000,Chembur,2,2,0
47260,615.0,2225,Deonar,4,4,0
47261,1230.0,3500,Deonar,5,5,0
47262,724.0,1450,Bandra,3,3,1
47263,290.12,720,Bandra,2,2,0
47264,274.0,680,Bandra,2,2,0
47265,618.94,1200,Bandra,3,3,0
47266,250.0,820,Kandivali,2,2,0
47267,649.99,1950,Kandivali,4,4,0
47268,475.01,1450,Kandivali,3,3,0
47269,350.0,1120,Kandivali,3,3,0
47270,225.0,750,Kandivali,2,2,0
47271,125.0,424,Byculla,1,1,0
47272,187.23,635,Byculla,2,2,0
47273,46.73,540,Kalyan,2,2,0
47274,31.33,362,Kalyan,1,1,0
47275,49.5,572,Kalyan,2,2,0
47276,49.41,571,Kalyan,2,2,0
47277,31.07,359,Kalyan,1,1,0
47278,34.1,394,Kalyan,1,1,0
47279,52.1,602,Kalyan,2,2,0
47280,35.14,406,Kalyan,1,1,0
47281,48.03,555,Kalyan,2,2,0
47282,39.12,452,Kalyan,1,1,0
47283,170.0,1085,Goregaon,3,3,3
47284,129.0,809,Dahisar,2,2,1
47285,85.0,1380,Kharghar,2,2,0
47286,100.0,764,Vikhroli,2,2,2
47287,175.0,858,Kandivali,2,2,1
47288,450.0,1620,Goregaon,3,3,1
47289,195.0,1250,Goregaon,3,3,0
47290,62.0,650,Dahisar,2,2,1
47291,277.0,850,Chembur,2,2,0
47292,42.99,509,Nala Sopara,2,2,0
47293,28.7,348,Nala Sopara,1,1,0
47294,370.0,1200,Chembur,3,3,0
47295,184.0,978,Kandivali,3,3,1
47296,117.0,622,Kandivali,2,2,1
47297,87.0,505,Kandivali,1,1,1
47298,196.0,1141,Borivali,3,3,1
47299,144.0,830,Borivali,2,2,0
47300,36.0,825,other,1,2,1
47301,15.0,380,other,1,1,0
47302,28.5,770,other,2,2,2
47303,422.0,1950,Ville Parle,2,2,1
47304,350.0,1300,Deonar,3,3,0
47305,169.0,800,Chembur,2,2,0
47306,144.0,820,Chembur,2,2,0
47307,229.0,800,Chembur,2,2,0
47308,20.0,460,Dombivali,1,1,1
47309,20.0,438,other,1,1,1
47310,21.0,447,other,1,1,1
47311,300.0,1450,Chembur,3,3,0
47312,155.0,880,Chembur,2,2,0
47313,145.0,780,Chembur,2,2,0
47314,150.0,750,Chembur,2,2,0
47315,339.0,1250,Chembur,3,3,0
47316,195.0,725,Chembur,2,2,0
47317,377.0,1495,Chembur,3,3,0
47318,15.0,422,other,1,1,0
47319,28.0,770,other,2,2,1
47320,15.0,400,other,1,1,0
